time,x,y,z,qx,qy,qz,qw
1535563863.848838294,-0.00249076,0.899347,2.86247,0.406862,0.135933,-0.340283,0.836775
1535563863.870299272,-0.00426234,0.90477,2.86243,0.401152,0.144116,-0.342929,0.837083
1535563863.894793245,-0.00715389,0.904994,2.85794,0.403626,0.145351,-0.337578,0.837854
1535563863.914971033,-0.0135935,0.909923,2.85873,0.403259,0.142775,-0.335236,0.839413
1535563863.937931418,-0.0175959,0.911809,2.85778,0.407318,0.143519,-0.332184,0.83854
1535563863.958021372,-0.0186979,0.915029,2.85864,0.402791,0.14605,-0.334871,0.83922
1535563863.982634472,-0.0220727,0.916893,2.85902,0.405904,0.14427,-0.33554,0.83776
1535563864.003646460,-0.0264561,0.918439,2.859,0.403069,0.142978,-0.341426,0.836972
1535563864.031388803,-0.0295417,0.920615,2.86314,0.409223,0.138482,-0.343587,0.833851
1535563864.047617154,-0.0312537,0.922222,2.8609,0.406075,0.136684,-0.346974,0.834284
1535563864.069842400,-0.0332905,0.925834,2.8617,0.401514,0.136736,-0.352058,0.834353
1535563864.093853672,-0.0343605,0.925478,2.86058,0.40752,0.133901,-0.352487,0.831716
1535563864.113407513,-0.0341768,0.926478,2.8589,0.405554,0.130999,-0.355523,0.831847
1535563864.138347590,-0.034259,0.928822,2.85961,0.400972,0.131123,-0.361307,0.831556
1535563864.161290867,-0.0309136,0.927308,2.8584,0.403999,0.134049,-0.368313,0.826536
1535563864.183306352,-0.0257479,0.926752,2.85572,0.4044,0.137005,-0.370009,0.825096
1535563864.204022108,-0.0253781,0.927241,2.85503,0.406376,0.134997,-0.36899,0.824913
1535563864.227532201,-0.0181749,0.931213,2.85419,0.402852,0.138995,-0.371862,0.824688
1535563864.249972255,-0.0138723,0.932636,2.85175,0.398415,0.141008,-0.376197,0.824535
1535563864.277096771,-0.0157442,0.934262,2.8498,0.400838,0.139045,-0.385473,0.819394
1535563864.293150237,-0.0143109,0.933433,2.84726,0.41001,0.14036,-0.391482,0.811747
