time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535563862.747296332,-0.196392,-0.428177,0.35675,0.254032,-0.332033,0.892823,-0.167598,-1.30948,-1.11724,1.84254,-0.295945,-0.948144,-1.9752,-0.595518
1535563862.768215383,-0.198676,-0.425342,0.361444,0.252569,-0.332058,0.893338,-0.167012,-1.3041,-1.10133,1.83951,-0.307276,-0.943736,-1.97497,-0.587627
1535563862.788432381,-0.200976,-0.422347,0.366261,0.251072,-0.332074,0.89386,-0.166445,-1.29855,-1.08489,1.83637,-0.318981,-0.939182,-1.97473,-0.579475
1535563862.808565406,-0.203282,-0.419189,0.371191,0.249545,-0.332078,0.894387,-0.165904,-1.29282,-1.06795,1.83315,-0.331047,-0.934487,-1.97448,-0.571071
1535563862.828976022,-0.205586,-0.415869,0.376226,0.247993,-0.33207,0.894916,-0.16539,-1.28692,-1.05051,1.82982,-0.343463,-0.929656,-1.97423,-0.562423
1535563862.849403195,-0.207879,-0.412383,0.381356,0.24642,-0.332051,0.895447,-0.164908,-1.28087,-1.0326,1.82641,-0.356217,-0.924694,-1.97397,-0.55354
1535563862.870682537,-0.210152,-0.408733,0.386572,0.24483,-0.332021,0.895976,-0.164462,-1.27466,-1.01424,1.82291,-0.369296,-0.919605,-1.97371,-0.544431
1535563862.892059086,-0.212396,-0.404917,0.391864,0.243228,-0.331978,0.896502,-0.164055,-1.2683,-0.995431,1.81933,-0.382687,-0.914395,-1.97343,-0.535104
1535563862.911416319,-0.214603,-0.400937,0.397224,0.241619,-0.331924,0.897024,-0.163689,-1.2618,-0.976206,1.81566,-0.396377,-0.909069,-1.97316,-0.525569
1535563862.932896341,-0.216762,-0.396793,0.40264,0.240008,-0.33186,0.897539,-0.163369,-1.25517,-0.95658,1.81192,-0.410353,-0.903631,-1.97287,-0.515835
1535563862.952386166,-0.218866,-0.392488,0.408104,0.2384,-0.331785,0.898045,-0.163095,-1.24841,-0.936572,1.80811,-0.424601,-0.898088,-1.97258,-0.505912
1535563862.971777991,-0.220907,-0.388024,0.413606,0.2368,-0.3317,0.89854,-0.162872,-1.24152,-0.916203,1.80423,-0.439106,-0.892444,-1.97229,-0.495809
1535563862.991986966,-0.222875,-0.383403,0.419135,0.235212,-0.331608,0.899022,-0.1627,-1.23452,-0.895492,1.80028,-0.453854,-0.886706,-1.97199,-0.485537
1535563863.012805714,-0.224763,-0.378629,0.424682,0.233643,-0.331508,0.899489,-0.162581,-1.22741,-0.87446,1.79627,-0.468831,-0.880879,-1.97169,-0.475106
1535563863.032898332,-0.226563,-0.373707,0.430237,0.232097,-0.331403,0.899939,-0.162518,-1.2202,-0.853127,1.79221,-0.484022,-0.874968,-1.97138,-0.464525
1535563863.054702665,-0.228268,-0.368641,0.43579,0.230579,-0.331295,0.900371,-0.16251,-1.21289,-0.831515,1.78809,-0.499412,-0.86898,-1.97106,-0.453806
1535563863.073691811,-0.229872,-0.363437,0.441332,0.229094,-0.331184,0.900782,-0.162558,-1.2055,-0.809645,1.78392,-0.514986,-0.862921,-1.97075,-0.442959
1535563863.094077264,-0.231367,-0.358101,0.446853,0.227646,-0.331074,0.90117,-0.162664,-1.19802,-0.787538,1.77971,-0.530729,-0.856796,-1.97043,-0.431995
1535563863.115499785,-0.232747,-0.352638,0.452343,0.226241,-0.330967,0.901534,-0.162826,-1.19048,-0.765216,1.77546,-0.546624,-0.850611,-1.97011,-0.420924
1535563863.135219779,-0.234007,-0.347057,0.457795,0.224882,-0.330865,0.901872,-0.163044,-1.18287,-0.742702,1.77116,-0.562656,-0.844374,-1.96978,-0.409758
1535563863.157502676,-0.235143,-0.341365,0.463198,0.223574,-0.330771,0.902182,-0.163319,-1.1752,-0.720018,1.76684,-0.57881,-0.838088,-1.96945,-0.398507
1535563863.178018906,-0.236149,-0.33557,0.468544,0.22232,-0.330687,0.902463,-0.163647,-1.16748,-0.697185,1.76249,-0.595069,-0.831762,-1.96912,-0.387183
1535563863.196112085,-0.237022,-0.32968,0.473825,0.221124,-0.330617,0.902713,-0.164029,-1.15972,-0.674227,1.75812,-0.611418,-0.825401,-1.96879,-0.375796
1535563863.216567852,-0.237759,-0.323704,0.479032,0.219989,-0.330563,0.902931,-0.164462,-1.15192,-0.651165,1.75372,-0.62784,-0.819012,-1.96846,-0.364358
1535563863.237862583,-0.238357,-0.317652,0.484159,0.218918,-0.330529,0.903116,-0.164944,-1.1441,-0.628024,1.74931,-0.644319,-0.812601,-1.96812,-0.352881
1535563863.258701076,-0.238814,-0.311533,0.489198,0.217913,-0.330516,0.903267,-0.165474,-1.13626,-0.604825,1.74489,-0.660839,-0.806173,-1.96779,-0.341375
1535563863.279808118,-0.239129,-0.305357,0.494142,0.216976,-0.330528,0.903383,-0.166048,-1.1284,-0.581593,1.74046,-0.677383,-0.799736,-1.96745,-0.329852
1535563863.299495944,-0.239302,-0.299133,0.498984,0.216109,-0.330569,0.903462,-0.166663,-1.12055,-0.558348,1.73603,-0.693936,-0.793296,-1.96712,-0.318324
1535563863.318856019,-0.239333,-0.292873,0.503719,0.215313,-0.33064,0.903506,-0.167317,-1.11269,-0.535115,1.73161,-0.71048,-0.786859,-1.96678,-0.306801
1535563863.339615434,-0.239222,-0.286586,0.508341,0.21459,-0.330745,0.903512,-0.168006,-1.10485,-0.511916,1.72719,-0.727,-0.780431,-1.96645,-0.295295
