time,x,y,z,qx,qy,qz,qw
1536123876.607285711,0.167423,-0.901902,0.301457,-0.260869,-0.741085,-0.583627,0.205233
1536123876.619187116,0.16753,-0.9021,0.301057,-0.260916,-0.7425,-0.581873,0.205039
1536123876.629976297,0.167712,-0.902111,0.301232,-0.261084,-0.742388,-0.582151,0.204442
1536123876.642893109,0.167767,-0.902211,0.301178,-0.261086,-0.741601,-0.5833,0.204019
1536123876.652147647,0.16771,-0.902457,0.300843,-0.260735,-0.741405,-0.583869,0.203553
1536123876.664804916,0.167548,-0.902601,0.300062,-0.260209,-0.74254,-0.58262,0.203665
1536123876.676718770,0.167539,-0.902598,0.300045,-0.260005,-0.743415,-0.58154,0.203821
1536123876.687283035,0.16793,-0.902261,0.300568,-0.260539,-0.741818,-0.583441,0.203526
1536123876.696672571,0.168152,-0.90235,0.300688,-0.260621,-0.741328,-0.584022,0.203537
1536123876.709958712,0.168533,-0.90239,0.300418,-0.260831,-0.741087,-0.584397,0.203069
1536123876.718982520,0.168386,-0.902772,0.299546,-0.260846,-0.741827,-0.58358,0.202699
1536123876.731964310,0.168225,-0.902813,0.299164,-0.260448,-0.742676,-0.582631,0.202834
1536123876.742892291,0.168133,-0.902978,0.299262,-0.26019,-0.742685,-0.582831,0.202554
1536123876.751946004,0.168055,-0.903027,0.299555,-0.259811,-0.742368,-0.583428,0.202485
1536123876.766789834,0.167998,-0.903236,0.300121,-0.259433,-0.741725,-0.584268,0.202905
1536123876.775430629,0.168127,-0.903498,0.300211,-0.259552,-0.740998,-0.585235,0.202621
1536123876.789214028,0.168163,-0.903687,0.300028,-0.259796,-0.741344,-0.584904,0.201995
1536123876.797648532,0.168292,-0.903645,0.299824,-0.259894,-0.741598,-0.58451,0.202078
1536123876.808231410,0.168246,-0.903715,0.299849,-0.260229,-0.741202,-0.584991,0.20171
